,track,groundspeed,altitude,timedelta,latitude,longitude,flight_id,callsign,icao24,timestamp
0,201.3746,327.06055,14865.017,-0.004267812,48.07901527689709,8.674146370454551,0,0,0,2021-09-09 09:32:53.995732188+00:00
1,201.11375,326.45883,14776.019,3.4473195,48.0742006253262,8.671371981443531,0,0,0,2021-09-09 09:32:57.447319508+00:00
2,200.46628,326.30017,14658.701,7.0192304,48.06919913739982,8.668586696135078,0,0,0,2021-09-09 09:33:01.019230366+00:00
3,199.95253,325.63757,14529.776,10.503973,48.064313506478214,8.665940416545414,0,0,0,2021-09-09 09:33:04.503973007+00:00
4,199.2842,325.59,14406.916,14.0108385,48.05937708887654,8.663363704446363,0,0,0,2021-09-09 09:33:08.010838509+00:00
5,198.97766,324.72507,14254.1,17.527319,48.05443111062633,8.660826473726342,0,0,0,2021-09-09 09:33:11.527318953+00:00
6,198.47081,325.11917,14113.647,21.01884,48.0494995064136,8.658369410079674,0,0,0,2021-09-09 09:33:15.018840790+00:00
7,198.17691,325.05542,13974.813,24.517895,48.04454982627474,8.655945598361882,0,0,0,2021-09-09 09:33:18.517894745+00:00
8,198.12323,325.2917,13823.268,28.005669,48.03961099534556,8.653534975322398,0,0,0,2021-09-09 09:33:22.005668640+00:00
9,197.86545,324.9246,13697.407,31.510622,48.03464618274169,8.65114872712033,0,0,0,2021-09-09 09:33:25.510622025+00:00
10,197.74352,324.68262,13529.187,34.915974,48.02982274934761,8.648847538938934,0,0,0,2021-09-09 09:33:28.915973663+00:00
11,197.34639,324.40323,13383.86,38.521393,48.024709130747084,8.646466260219093,0,0,0,2021-09-09 09:33:32.521392822+00:00
12,196.72867,324.4972,13237.022,42.00415,48.01975169592467,8.644245101412498,0,0,0,2021-09-09 09:33:36.004150391+00:00
13,196.13928,324.085,13085.631,45.501205,48.01476511901323,8.642094214508443,0,0,0,2021-09-09 09:33:39.501205444+00:00
14,195.62605,324.1452,12934.84,48.918785,48.00987851985314,8.640057177745549,0,0,0,2021-09-09 09:33:42.918785095+00:00
15,195.26204,323.41647,12770.345,52.440224,48.00484590799438,8.638010760180816,0,0,0,2021-09-09 09:33:46.440223694+00:00
16,194.56189,323.0322,12632.747,55.93976,47.999834253587245,8.63607079684281,0,0,0,2021-09-09 09:33:49.939758301+00:00
17,193.77753,322.20483,12492.239,59.451836,47.99480014255869,8.634231562088772,0,0,0,2021-09-09 09:33:53.451835632+00:00
18,192.9303,321.38208,12353.784,62.930386,47.98980932701206,8.632524471311635,0,0,0,2021-09-09 09:33:56.930385590+00:00
19,192.05411,320.07767,12222.88,66.403114,47.98483023840721,8.630940556390845,0,0,0,2021-09-09 09:34:00.403114319+00:00
20,190.81117,318.9312,12094.722,69.59916,47.980244181598465,8.62963606940949,0,0,0,2021-09-09 09:34:03.599159241+00:00
21,189.96175,317.4851,11977.894,73.52361,47.974623193696004,8.628165631853308,0,0,0,2021-09-09 09:34:07.523612976+00:00
22,189.47356,315.41553,11857.765,76.95641,47.96973131153647,8.626949961824417,0,0,0,2021-09-09 09:34:10.956413269+00:00
23,188.39351,313.3489,11740.108,80.45182,47.96476815716159,8.625859461642946,0,0,0,2021-09-09 09:34:14.451820374+00:00
24,188.00652,310.88193,11638.28,83.91127,47.95988998207437,8.624837814960001,0,0,0,2021-09-09 09:34:17.911270142+00:00
25,188.02577,308.41095,11543.184,87.43396,47.95496234313624,8.623803392401937,0,0,0,2021-09-09 09:34:21.433959961+00:00
26,188.21877,305.72617,11468.624,90.94581,47.95009496947917,8.622756814764502,0,0,0,2021-09-09 09:34:24.945808411+00:00
27,188.28781,302.43335,11394.164,94.47902,47.945251573830426,8.621706620625856,0,0,0,2021-09-09 09:34:28.479019165+00:00
28,188.68361,299.757,11331.609,97.93144,47.94056563229535,8.62064141050516,0,0,0,2021-09-09 09:34:31.931442261+00:00
29,189.02719,296.2211,11257.336,101.41508,47.935897462655326,8.61953766430684,0,0,0,2021-09-09 09:34:35.415077209+00:00
30,189.22917,292.59174,11194.423,104.45007,47.93188258163024,8.618566862801783,0,0,0,2021-09-09 09:34:38.450073242+00:00
31,189.70053,289.34225,11150.035,108.31105,47.92683868579134,8.617283878316456,0,0,0,2021-09-09 09:34:42.311050415+00:00
32,190.27733,285.81894,11068.844,112.06679,47.92200060083695,8.615978650214757,0,0,0,2021-09-09 09:34:46.066787719+00:00
33,190.8485,282.58392,11015.742,115.47517,47.91766773202188,8.614743335642851,0,0,0,2021-09-09 09:34:49.475166321+00:00
34,191.5923,278.62912,10961.781,118.955574,47.913316435721626,8.613415532256873,0,0,0,2021-09-09 09:34:52.955574036+00:00
