time,flight_id,latitude,longitude
10.0,0.0,48.06294155146648,8.667058365739459
10.0,1.0,48.15891175105162,8.55493796217464
10.0,2.0,48.11000235383994,8.620559052150695
10.0,3.0,48.077277073934475,8.593451107642695
10.0,4.0,48.12019654557803,8.5958543633542
10.0,5.0,48.09708160538837,8.487461264357668
10.0,6.0,48.13460236646645,8.759315694473859
10.0,7.0,48.211649990426885,8.479993223906124
10.0,8.0,48.14167983494722,8.497531384922999
10.0,9.0,48.19553434141586,8.562153504093681
10.0,10.0,48.08363305122483,8.547867923400506
10.0,11.0,48.09658742378458,8.709973296929096
10.0,12.0,48.110888003977315,8.423194074498193
10.0,13.0,48.1415509973544,8.555487166017889
10.0,14.0,48.17174487766049,8.69406043689946
10.0,15.0,48.10802838573235,8.705829278749384
10.0,16.0,48.16566992547072,8.956312247582975
10.0,17.0,48.16137839602212,8.533192577749206
10.0,18.0,48.10675293784422,8.491389175370307
10.0,19.0,48.17122700572603,8.602691704426435
10.0,20.0,48.14107245484693,8.479399245054
10.0,21.0,48.11347794520095,8.611229107577026
10.0,22.0,48.14387874112717,8.69061541465442
10.0,23.0,48.14505551725775,8.801415149554217
10.0,24.0,48.13715509638566,8.613974643041743
10.0,25.0,48.199378383856725,8.615739709727418
10.0,26.0,48.07891877743055,8.613967964575847
10.0,27.0,48.04780992542782,8.566866680867053
10.0,28.0,48.054391515021685,8.661050845119899
10.0,29.0,48.067368805503534,8.67682402551423
10.0,30.0,48.147237139520044,8.611586580994334
10.0,31.0,48.14383961207369,8.535652811326678
10.0,32.0,48.109220215648385,8.439468188143762
10.0,33.0,48.17014335024375,8.639447849082075
10.0,34.0,47.986845398836046,8.704032477648838
10.0,35.0,48.110884783405744,8.453097328370985
10.0,36.0,48.170633744213504,8.602883200899532
10.0,37.0,48.10580053967962,8.495459930416681
10.0,38.0,48.199393779390334,8.695126172977309
10.0,39.0,48.14039395575673,8.57987790411602
10.0,40.0,48.217392287699525,8.697183496106183
10.0,41.0,48.09635183783228,8.700140834725609
10.0,42.0,48.195180488059826,8.57615166723319
10.0,43.0,48.12368415468213,8.542674771828526
10.0,44.0,48.106036664513155,8.385871710695207
10.0,45.0,48.04764977737831,8.745668477922425
10.0,46.0,47.99340360870162,8.644959390777695
10.0,47.0,48.11995700618318,8.66222894601056
10.0,48.0,48.09756199201363,8.641872048790626
10.0,49.0,48.18528446001761,8.58726576919575
10.0,50.0,48.03345224953997,8.693798832509625
10.0,51.0,48.08704494949602,8.585191655744623
10.0,52.0,48.12372075469941,8.7376327528597
10.0,53.0,48.08909928814506,8.532731318353736
10.0,54.0,48.07263655749303,8.542081491258315
10.0,55.0,48.10021715662203,8.410436089524453
10.0,56.0,48.11702434496967,8.720870252177301
10.0,57.0,48.14320626486466,8.500782481357263
10.0,58.0,48.150250034370494,8.511099761965644
10.0,59.0,48.04592152560121,8.558645518461983
10.0,60.0,48.18737326213945,8.648233301504364
10.0,61.0,48.039625375623864,8.633365086968421
10.0,62.0,48.10265825086744,8.650984407471341
10.0,63.0,48.141470852748654,8.635368975870495
10.0,64.0,48.23493842247641,8.650196814381738
10.0,65.0,48.15717017832427,8.625214097943077
10.0,66.0,48.11685862572609,8.797653497339857
10.0,67.0,48.11690635848434,8.649018936823454
10.0,68.0,48.161620019683625,8.604366820252485
10.0,69.0,48.12611349729016,8.63507687640625
10.0,70.0,48.130406425215185,8.563583105007096
10.0,71.0,48.13620985573249,8.569922406498645
10.0,72.0,48.13857335028724,8.499635829696514
10.0,73.0,48.1098040351849,8.494004997391922
10.0,74.0,48.159376238355,8.522070580135887
10.0,75.0,48.1447517469179,8.74090108878402
10.0,76.0,48.11850947153777,8.702972359580274
10.0,77.0,48.12788678501728,8.654616600493853
10.0,78.0,48.091828266150266,8.577307483445768
10.0,79.0,48.157746320285916,8.551442397812682
10.0,80.0,48.0215677592602,8.574170189954303
10.0,81.0,48.27283376722588,8.792401831501069
10.0,82.0,48.12509028278889,8.52881426645049
10.0,83.0,48.03852636902172,8.4153790144031
10.0,84.0,48.08994675136754,8.714149454817102
10.0,85.0,48.13259664486938,8.570253453307101
10.0,86.0,48.107889356059474,8.595208650354651
10.0,87.0,48.132222809832044,8.391666951211835
10.0,88.0,48.14098284658271,8.513489369492286
10.0,89.0,48.11632104300969,8.573362423888662
10.0,90.0,48.205157499503706,8.534978805389168
10.0,91.0,48.127124079999,8.888309916709972
10.0,92.0,48.15733256814149,8.649976155738175
10.0,93.0,48.07100308410285,8.535956116462868
10.0,94.0,48.07396817001292,8.620735293841248
10.0,95.0,48.2334841188568,8.608007326533265
10.0,96.0,48.06814233435418,8.642259273281633
10.0,97.0,48.09959397320202,8.766995308957403
10.0,98.0,48.10436343413126,8.669474996027157
10.0,99.0,48.1308478955318,8.710412338962957
20.0,0.0,48.04488276391795,8.660128027545563
20.0,1.0,48.14444421391144,8.553084930362052
20.0,2.0,48.09289489576793,8.617382877087415
20.0,3.0,48.06234013292873,8.586684028558752
20.0,4.0,48.10260871568293,8.590284711950309
20.0,5.0,48.079139428341826,8.484183985997843
20.0,6.0,48.117815067805566,8.756349006618915
20.0,7.0,48.19580420065122,8.484861269056903
20.0,8.0,48.125903072797854,8.501052224242708
20.0,9.0,48.17704356362254,8.557149460703542
20.0,10.0,48.06573120470446,8.544625997883568
20.0,11.0,48.081539520481364,8.700005818655146
20.0,12.0,48.09365695776402,8.417622938076295
20.0,13.0,48.12556647569975,8.55770787364375
20.0,14.0,48.15498709425488,8.6826822527178
20.0,15.0,48.09028460731423,8.695902071591426
20.0,16.0,48.15125411586389,8.939698330066257
20.0,17.0,48.144874633929085,8.53647851285166
20.0,18.0,48.089714935618105,8.492413473771112
20.0,19.0,48.15228689210782,8.596636761489343
20.0,20.0,48.123628852576395,8.480627151738037
20.0,21.0,48.09826425542637,8.604736409773398
20.0,22.0,48.12812841252243,8.692896849835689
20.0,23.0,48.12674085773136,8.789535956961439
20.0,24.0,48.1229516526167,8.615893474143249
20.0,25.0,48.18262776400828,8.622550384281395
20.0,26.0,48.062901074262726,8.616159029200452
20.0,27.0,48.02802207945882,8.571198430521289
20.0,28.0,48.03926432879032,8.650965678791165
20.0,29.0,48.052315630721544,8.66483280905524
20.0,30.0,48.13130738439653,8.6122407764843
20.0,31.0,48.12642998275622,8.537663479487124
20.0,32.0,48.09202961459191,8.44235501004222
20.0,33.0,48.153633487144084,8.633738858416104
20.0,34.0,47.97255547527497,8.685352842258132
20.0,35.0,48.093550608907854,8.457348999583155
20.0,36.0,48.15279370231858,8.59985724428425
20.0,37.0,48.087740243740036,8.496074766768864
20.0,38.0,48.180889324504385,8.688882542033637
20.0,39.0,48.12154484579766,8.577387647684986
20.0,40.0,48.197841054271144,8.689534487474887
20.0,41.0,48.079301369118426,8.690631861237014
20.0,42.0,48.17701693057659,8.57600512125789
20.0,43.0,48.10760554257547,8.542081845984328
20.0,44.0,48.08825452798218,8.386818888041395
20.0,45.0,48.03000155839973,8.7342647408641
20.0,46.0,47.97861606321893,8.634650284978035
20.0,47.0,48.1039612846777,8.657656543137538
20.0,48.0,48.0823420446241,8.631682471251905
20.0,49.0,48.166327982872915,8.577389798813376
20.0,50.0,48.01932202008198,8.673556945347773
20.0,51.0,48.07325416869138,8.576212674957622
20.0,52.0,48.10601912012564,8.731572338293585
20.0,53.0,48.07263408014448,8.526549367321445
20.0,54.0,48.05625901637018,8.535389032408961
20.0,55.0,48.085254786175206,8.408588971856092
20.0,56.0,48.09820870205804,8.71461524206187
20.0,57.0,48.12795104378665,8.502710743968343
20.0,58.0,48.13401218720674,8.514819808043189
20.0,59.0,48.028062565808725,8.554071524515322
20.0,60.0,48.16793299147553,8.645630962381876
20.0,61.0,48.01920557861651,8.631871364891868
20.0,62.0,48.085641832204836,8.64523045047549
20.0,63.0,48.125272908130505,8.629885562629863
20.0,64.0,48.21546326901478,8.639622557841863
20.0,65.0,48.14099492855593,8.623973468181015
20.0,66.0,48.09920389802154,8.782558889934192
20.0,67.0,48.100733819918155,8.644954045215833
20.0,68.0,48.14374919999356,8.598200933179193
20.0,69.0,48.10837210149408,8.63231894042142
20.0,70.0,48.112692442519844,8.555038421284676
20.0,71.0,48.11612025173441,8.571248776010261
20.0,72.0,48.119588562214126,8.502520572411814
20.0,73.0,48.09187715397153,8.49487481744815
20.0,74.0,48.142171053439235,8.525819490845086
20.0,75.0,48.13099009778574,8.725988699172028
20.0,76.0,48.104133587873626,8.700662146246003
20.0,77.0,48.109922024220964,8.652075216891674
20.0,78.0,48.0733699356777,8.567576367108936
20.0,79.0,48.14095337389712,8.544381448645176
20.0,80.0,48.00780682074534,8.555145170612894
20.0,81.0,48.25695758950793,8.783145650853722
20.0,82.0,48.105260721941505,8.52871932394032
20.0,83.0,48.021539986908586,8.418644475332945
20.0,84.0,48.0758020276259,8.699941105583198
20.0,85.0,48.11018930934004,8.563748431910668
20.0,86.0,48.09366279798519,8.583943303706851
20.0,87.0,48.116970386571964,8.396120600359007
20.0,88.0,48.12703271402909,8.505368276887774
20.0,89.0,48.102882844531436,8.557798152727754
20.0,90.0,48.18917225042952,8.53685106094281
20.0,91.0,48.11528490287802,8.870000024549064
20.0,92.0,48.14092869004319,8.650924055130668
20.0,93.0,48.05339420672531,8.538063894886227
20.0,94.0,48.05720848651808,8.621160584452218
20.0,95.0,48.21369337312512,8.603944815964264
20.0,96.0,48.050658760864515,8.631780078844296
20.0,97.0,48.085902569726755,8.752498145273172
20.0,98.0,48.08724988096719,8.65561530918174
20.0,99.0,48.116883504913034,8.699618859060482
30.0,0.0,48.02682355988295,8.65320254729723
30.0,1.0,48.129976647003296,8.551232942857018
30.0,2.0,48.07578735023082,8.614208814703897
30.0,3.0,48.04690911887104,8.583537013895908
30.0,4.0,48.08502061684318,8.584718870617042
30.0,5.0,48.061137149919254,8.48270272823952
30.0,6.0,48.10102769284322,8.753384256875293
30.0,7.0,48.1799582054804,8.489726303994718
30.0,8.0,48.110126203178694,8.50457090122642
30.0,9.0,48.1585525688058,8.552149025543626
30.0,10.0,48.04782926705368,8.541386326729567
30.0,11.0,48.06649075565942,8.690044170377456
30.0,12.0,48.07642564244989,8.41205553428204
30.0,13.0,48.1095819112915,8.559927199480905
30.0,14.0,48.13822818852762,8.671311499037529
30.0,15.0,48.071979498210574,8.68904921698204
30.0,16.0,48.13683591291509,8.923093746078457
30.0,17.0,48.12837077823717,8.539762335510774
30.0,18.0,48.072676924295116,8.493437093688462
30.0,19.0,48.133346460711635,8.5905862867551
30.0,20.0,48.10618523723513,8.481854224723122
30.0,21.0,48.08250769123741,8.602765845254972
30.0,22.0,48.11237803879391,8.69517688610862
30.0,23.0,48.107571453335815,8.781397312176955
30.0,24.0,48.10898981465472,8.62086475886211
30.0,25.0,48.16587674212576,8.62935660903269
30.0,26.0,48.04725970655035,8.622013712840339
30.0,27.0,48.00821681150254,8.57531624121262
30.0,28.0,48.02413626042149,8.640886433632213
30.0,29.0,48.037261208935774,8.652848601628895
30.0,30.0,48.1154256096602,8.613731201658345
30.0,31.0,48.10902031839232,8.539672785007877
30.0,32.0,48.075178086109254,8.447880265690769
30.0,33.0,48.137123341514695,8.628033540452682
30.0,34.0,47.95636290032447,8.670528730832414
30.0,35.0,48.076216277684395,8.461597805196714
30.0,36.0,48.13495358105709,8.596833391004747
30.0,37.0,48.069679944523024,8.496689171463231
30.0,38.0,48.16228849265739,8.683471489504203
30.0,39.0,48.1027241597909,8.58072750023316
30.0,40.0,48.17780424858055,8.686898092239623
30.0,41.0,48.06162565719835,8.68377288649954
30.0,42.0,48.15885337290724,8.575858679080863
30.0,43.0,48.09152692742079,8.541489291011802
30.0,44.0,48.07048115501076,8.387977482483484
30.0,45.0,48.01373960066379,8.71906798864543
30.0,46.0,47.96382759577516,8.624347083384821
30.0,47.0,48.087965381906706,8.653086985195067
30.0,48.0,48.06712119688674,8.621498921967008
30.0,49.0,48.14737066032601,8.567521126530078
30.0,50.0,48.002962096129664,8.657560740196793
30.0,51.0,48.05946268870347,8.56723850599523
30.0,52.0,48.08831716712458,8.725516096869883
30.0,53.0,48.056168540762314,8.520371371231198
30.0,54.0,48.039881086853235,8.528700829852783
30.0,55.0,48.07029238614395,8.406742928521302
30.0,56.0,48.079392719948956,8.708364808772657
30.0,57.0,48.112695790473424,8.504637861387854
30.0,58.0,48.117774220073976,8.518537502022493
30.0,59.0,48.01020342458558,8.549500699424012
30.0,60.0,48.14849633276221,8.642976365783774
30.0,61.0,47.9987875847584,8.630378958776909
30.0,62.0,48.06862512648104,8.63948029951105
30.0,63.0,48.109074702837965,8.624405606895596
30.0,64.0,48.19610642414953,8.629121027618817
30.0,65.0,48.12481966544498,8.622733620004183
30.0,66.0,48.0815471947143,8.767474647459135
30.0,67.0,48.084561138089995,8.64089171043585
30.0,68.0,48.12587805074163,8.592039338152388
30.0,69.0,48.0905842870624,8.63110746180627
30.0,70.0,48.094977826841394,8.546499626922152
30.0,71.0,48.096031003695764,8.572574084214349
30.0,72.0,48.10074448496843,8.506694569185113
30.0,73.0,48.07415918142804,8.498277852621701
30.0,74.0,48.12596071565834,8.535104243913317
30.0,75.0,48.11692358621408,8.711790498882596
30.0,76.0,48.08975765793338,8.698353224798232
30.0,77.0,48.091957207432955,8.649535609471712
30.0,78.0,48.05491078415448,8.55785222993206
30.0,79.0,48.1241599953057,8.537325117741293
30.0,80.0,47.994042741609526,8.536130303684038
30.0,81.0,48.241080669379485,8.773895217309137
30.0,82.0,48.08554412284477,8.528624994887572
30.0,83.0,48.00455351231862,8.421907784955714
30.0,84.0,48.06136923390722,8.686461396630348
30.0,85.0,48.088223065251576,8.557377069981342
30.0,86.0,48.07943513934958,8.572684189613808
30.0,87.0,48.10171779134239,8.400571605978314
30.0,88.0,48.112640501134024,8.499716433524478
30.0,89.0,48.08875907250551,8.543816958898745
30.0,90.0,48.173186970973745,8.538722148869102
30.0,91.0,48.1034428182815,8.851698570065668
30.0,92.0,48.1245248041559,8.651871348918963
30.0,93.0,48.035785290823696,8.540170232211613
30.0,94.0,48.04044880145483,8.62158559827192
30.0,95.0,48.19390248438385,8.599885444599876
30.0,96.0,48.03317423510674,8.621307997738489
30.0,97.0,48.072209343476196,8.738008698813148
30.0,98.0,48.07013466217034,8.64176484359342
30.0,99.0,48.10291810417283,8.688831245131144
40.0,0.0,48.008763939916726,8.64628191862812
40.0,1.0,48.11550905035905,8.549381998543389
40.0,2.0,48.05867971733934,8.611036862338874
40.0,3.0,48.03136375986886,8.58147443064411
40.0,4.0,48.06743224940767,8.579156834462486
40.0,5.0,48.04309556457634,8.484352002179325
40.0,6.0,48.08424024167416,8.750421442845003
40.0,7.0,48.164112005154436,8.494588332207377
40.0,8.0,48.094349226215016,8.50808741838295
40.0,9.0,48.140061357262475,8.547152193717995
40.0,10.0,48.02992723839311,8.538148906967999
40.0,11.0,48.051441130273716,8.680088345954442
40.0,12.0,48.05919405837711,8.406491858422612
40.0,13.0,48.093597304180186,8.56214514515966
40.0,14.0,48.12146816183261,8.659948167263595
40.0,15.0,48.053188688785404,8.685476321187984
40.0,16.0,48.12241531903955,8.906498487475185
40.0,17.0,48.111921644207136,8.543511373192755
40.0,18.0,48.055638903886994,8.494460035976722
40.0,19.0,48.11440571198122,8.584540274046923
40.0,20.0,48.08874160884008,8.483080465084635
40.0,21.0,48.06671549262796,8.601290086326477
40.0,22.0,48.09662761999422,8.69745552509949
40.0,23.0,48.08814726127569,8.77453947226275
40.0,24.0,48.0950277624062,8.625833343156483
40.0,25.0,48.14912531870785,8.636158389395876
40.0,26.0,48.03161804157968,8.62786484145468
40.0,27.0,47.98823444769731,8.574657822507612
40.0,28.0,48.00900731089266,8.630813103398525
40.0,29.0,48.02220554153007,8.640871396027425
40.0,30.0,48.099883086024384,8.618999692620188
